Full Journal Title	Abbre1（Endnote来源）	Abbre2（Endnote来源）	Abbre3（Endnote来源）
Biocybernetics and Biomedical Engineering	#N/A	Biocybernetics And Biomedical Engineering	"Biocybernetics And Biomedical Engineering,2.159"
Journal on Multimodal User Interfaces	#N/A	Journal On Multimodal User Interfaces	"Journal On Multimodal User Interfaces,2.020"
ZooKeys	#N/A	Zookeys	"Zookeys,1.143"
EDUCATIONAL POLICY	#N/A	Educ Policy	"Educ Policy,1.955"
NURSING ECONOMICS	Nurs. Econ.	Nurs Econ	"Nurs Econ,1.025"
NURSING ECONOMICS	Nurs. Econ.	Nurs Econ	"Nurs Econ,1.025"
COMPTES RENDUS MECANIQUE	#N/A	C R Mec	"C R Mec,0.966"
DISCOURSE & SOCIETY	#N/A	Discourse Society	"Discourse Society,1.237"
INFORMATION TECHNOLOGY AND LIBRARIES	#N/A	Inform Technol Libr	"Inform Technol Libr,0.800"
INFORMATION TECHNOLOGY AND LIBRARIES	#N/A	Inform Technol Libr	"Inform Technol Libr,0.800"
Journal of Diversity in Higher Education	#N/A	Journal Of Diversity In Higher Education	"Journal Of Diversity In Higher Education,1.294"
PHILOSOPHICAL PSYCHOLOGY	Philos. Psychol.	Philos Psychol	"Philos Psychol,1.150"
Turkish Studies	#N/A	Turkish Studies	"Turkish Studies,1.642"
LEARNING DISABILITY QUARTERLY	#N/A	Learn Disability Quart	"Learn Disability Quart,1.525"
REVIEW OF HIGHER EDUCATION	#N/A	Rev Higher Educ	"Rev Higher Educ,1.500"
Exploration Geophysics	#N/A	Exploration Geophysics	"Exploration Geophysics,1.116"
Journal of Advanced Prosthodontics	#N/A	Journal Of Advanced Prosthodontics	"Journal Of Advanced Prosthodontics,1.360"
Open Chemistry	#N/A	Open Chemistry	"Open Chemistry,1.512"
POTENTIAL ANALYSIS	#N/A	Potential Analysis	"Potential Analysis,1.031"
Environmental Hazards-Human and Policy Dimensions	#N/A	Environmental Hazards-Human And Policy Dimensions	"Environmental Hazards-Human And Policy Dimensions,1.366"
MICROPROCESSORS AND MICROSYSTEMS	#N/A	Microprocessors Microsystems	"Microprocessors Microsystems,1.045"
NANO	#N/A	Nano	"Nano,1.293"
AMERICAN ANNALS OF THE DEAF	Am. Ann. Deaf	Am Ann Deaf	"Am Ann Deaf,0.638"
CHEMICAL RESEARCH IN CHINESE UNIVERSITIES	Chem. Res. Chin. Univ.	Chem Res Chin Univ	"Chem Res Chin Univ,1.071"
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT	#N/A	In Vitro Cell Dev Biol-Plant	"In Vitro Cell Dev Biol-Plant,1.454"
JOURNAL OF ANIMAL AND FEED SCIENCES	#N/A	J Anim Feed Sci	"J Anim Feed Sci,0.875"
STOCHASTIC PROCESSES AND THEIR APPLICATIONS	#N/A	Stoch Proc Appl	"Stoch Proc Appl,1.342"
ENVIRONMENTAL MODELING & ASSESSMENT	#N/A	Environmental Modeling & Assessment	"Environmental Modeling & Assessment,1.253"
Geoscientific Instrumentation Methods and Data Systems	#N/A	Geoscientific Instrumentation Methods And Data Systems	"Geoscientific Instrumentation Methods And Data Systems,1.302"
INTERFACES AND FREE BOUNDARIES	#N/A	Interface Free Bound	"Interface Free Bound,0.675"
OPTIMIZATION METHODS & SOFTWARE	#N/A	Optim Method Softw	"Optim Method Softw,1.336"
Analyses of Social Issues and Public Policy	0	0	"0,0.933"
Canadian Review of Sociology-Revue Canadienne de Sociologie	#N/A	Canadian Review Of Sociology-Revue Canadienne De Sociologie	"Canadian Review Of Sociology-Revue Canadienne De Sociologie,0.772"
EUROPEAN JOURNAL OF MASS SPECTROMETRY	#N/A	Eur J Mass Spectrom	"Eur J Mass Spectrom,0.851"
ATLA-ALTERNATIVES TO LABORATORY ANIMALS	#N/A	Atla-Altern Lab Anim	"Atla-Altern Lab Anim,1.326"
AUSTRALIAN JOURNAL OF SOCIAL ISSUES	#N/A	Aust J Soc Issues	"Aust J Soc Issues,0.833"
Astrophysical Bulletin	#N/A	Astrophysical Bulletin	"Astrophysical Bulletin,0.969"
International Journal of Unconventional Computing	#N/A	International Journal Of Unconventional Computing	"International Journal Of Unconventional Computing,0.725"
JOURNAL OF ENVIRONMENTAL LAW	#N/A	J Environ Law	"J Environ Law,2.313"
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT	Int. J. Educ. Dev.	Int J Educ Dev	"Int J Educ Dev,1.406"
NEW CARBON MATERIALS	#N/A	New Carbon Mater	"New Carbon Mater,1.387"
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES	#N/A	Surg Laparosc Endosc Percutan	"Surg Laparosc Endosc Percutan,1.345"
ADAPTIVE BEHAVIOR	Adapt. Behav.	Adapt Behav	"Adapt Behav,1.362"
ADAPTIVE BEHAVIOR	Adapt. Behav.	Adapt Behav	"Adapt Behav,1.362"
Australasian Journal of Environmental Management	#N/A	Australasian Journal Of Environmental Management	"Australasian Journal Of Environmental Management,1.196"
International Journal for Uncertainty Quantification	#N/A	International Journal For Uncertainty Quantification	"International Journal For Uncertainty Quantification,3.259"
JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE	#N/A	J Libr Inf Sci	"J Libr Inf Sci,1.203"
JOURNAL OF PSYCHOLOGY AND THEOLOGY	J. Psychol. Theol.	J Psychol Theol	"J Psychol Theol,0.326"
Research in Human Development	#N/A	Research In Human Development	"Research In Human Development,1.375"
International Journal of Logistics-Research and Applications	#N/A	International Journal Of Logistics-Research And Applications	"International Journal Of Logistics-Research And Applications,2.828"
International Journal of Nursing Practice	Int. J. Nurs. Pract.	Int J Nurs Pract	"Int J Nurs Pract,1.189"
International Journal of Nursing Practice	Int. J. Nurs. Pract.	Int J Nurs Pract	"Int J Nurs Pract,1.189"
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK	Appl. Psychophysiol. Biofeedback	Appl Psychophysiol Biofeedback	"Appl Psychophysiol Biofeedback,1.116"
FAMILY & COMMUNITY HEALTH	#N/A	Family Community Health	"Family Community Health,0.947"
FOLIA GEOBOTANICA	#N/A	Folia Geobot	"Folia Geobot,1.046"
JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL	#N/A	J Low Freq Noise Vib Act Cont	#N/A
Journal of Comparative Policy Analysis	#N/A	Journal Of Comparative Policy Analysis	"Journal Of Comparative Policy Analysis,1.963"
Jundishapur Journal of Microbiology	#N/A	Jundishapur Journal Of Microbiology	"Jundishapur Journal Of Microbiology,0.957"
MATHEMATICAL METHODS IN THE APPLIED SCIENCES	#N/A	Math Meth Appl Sci	"Math Meth Appl Sci,1.533"
CULTURE MEDICINE AND PSYCHIATRY	#N/A	Cult Med Psychiat	"Cult Med Psychiat,1.456"
Central European Journal of Biology	Cent. Eur. J. Biol.	Cent Eur J Biol	#N/A
Journal of Mountain Science	#N/A	Journal Of Mountain Science	"Journal Of Mountain Science,1.423"
ARID LAND RESEARCH AND MANAGEMENT	Arid Land Res. Manage.	Arid Land Res Manage	"Arid Land Res Manage,0.985"
CLINICAL IMAGING	Clin. Imaging	Clin Imaging	"Clin Imaging,1.136"
JOURNAL OF THE WORLD AQUACULTURE SOCIETY	J. World Aquacult. Soc.	J World Aquac Soc	"J World Aquac Soc,1.386"
LEARNING & BEHAVIOR	Learn. Behav.	Learn Behav	"Learn Behav,1.696"
LEARNING & BEHAVIOR	Learn. Behav.	Learn Behav	"Learn Behav,1.696"
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE	#N/A	Proc Inst Mech Eng C-J Mech E	"Proc Inst Mech Eng C-J Mech E,1.359"
CLAYS AND CLAY MINERALS	Clays Clay Miner.	Clays Clay Miner	"Clays Clay Miner,1.835"
MECHANICS OF TIME-DEPENDENT MATERIALS	#N/A	Mech Time-Depend Mater	"Mech Time-Depend Mater,1.831"
MYCOSCIENCE	Mycoscience	Mycoscience	"Mycoscience,1.380"
HELGOLAND MARINE RESEARCH	Helgol. Mar. Res.	Helgol Mar Res	"Helgol Mar Res,1.208"
Knowledge Management Research & Practice	#N/A	Knowledge Management Research & Practice	"Knowledge Management Research & Practice,1.485"
Plant Ecology and Evolution	Plant Ecol. Evol.	Plant Ecol Evol	"Plant Ecol Evol,1.015"
SCHOOL PSYCHOLOGY INTERNATIONAL	Sch. Psychol. Int.	Sch Psychol Int	"Sch Psychol Int,1.413"
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS	#N/A	Z Phys Chem	"Z Phys Chem,0.975"
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY	Asian Pac. J. Allergy Immunol.	Asian Pac J Allergy Immunol	"Asian Pac J Allergy Immunol,1.747"
ECONOMETRIC THEORY	#N/A	Economet Theory	"Economet Theory,1.238"
ECONOMETRIC THEORY	#N/A	Economet Theory	"Economet Theory,1.238"
RUBBER CHEMISTRY AND TECHNOLOGY	#N/A	Rubber Chem Technol	"Rubber Chem Technol,1.766"
CHINESE JOURNAL OF ORGANIC CHEMISTRY	#N/A	Chinese J Org Chem	"Chinese J Org Chem,1.318"
Compare-A Journal of Comparative and International Education	#N/A	Compare-A Journal Of Comparative And International Education	"Compare-A Journal Of Comparative And International Education,1.765"
ENGINEERING COMPUTATIONS	#N/A	Eng Computations	"Eng Computations,1.246"
Personalized Medicine	Per. Med.	Per Med	"Per Med,1.414"
Psychiatria Polska	Psychiatr. Pol.	Psychiatr Pol	"Psychiatr Pol,1.311"
BRITISH DENTAL JOURNAL	Br. Dent. J.	Br Dent J	"Br Dent J,1.438"
DESIGNS CODES AND CRYPTOGRAPHY	#N/A	Designs Codes Cryptogr	"Designs Codes Cryptogr,1.224"
SCIENTIA MARINA	#N/A	Scientia Marina	"Scientia Marina,1.252"
ZOOLOGICAL STUDIES	Zool. Stud.	Zool Stud	"Zool Stud,0.726"
JOURNAL OF THE TEXTILE INSTITUTE	#N/A	J Text Inst	"J Text Inst,1.063"
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE	#N/A	Proc Inst Mech Eng H	"Proc Inst Mech Eng H,1.317"
AMERICAN JOURNAL OF VETERINARY RESEARCH	Am. J. Vet. Res.	Am J Vet Res	"Am J Vet Res,1.070"
ACM Transactions on Modeling and Computer Simulation	#N/A	Acm Transactions On Modeling And Computer Simulation	"Acm Transactions On Modeling And Computer Simulation,1.872"
ACTA INFORMATICA	#N/A	Acta Inform	"Acta Inform,1.042"
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT	#N/A	Afr Dev Rev	"Afr Dev Rev,1.054"
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY	Asian J. Social Psych.	Asian J Social Psych	"Asian J Social Psych,1.070"
Advances in Chromatography	Adv. Chromatogr.	Adv Chromatogr	"Adv Chromatogr,1.250"
Asia Pacific Business Review	#N/A	Asia Pacific Business Review	"Asia Pacific Business Review,0.897"
Australian Journal of Rural Health	Aust. J. Rural Health	Aust J Rural Health	"Aust J Rural Health,1.037"
Australian Journal of Rural Health	Aust. J. Rural Health	Aust J Rural Health	"Aust J Rural Health,1.037"
Behavioral Psychology-Psicologia Conductual	#N/A	Behavioral Psychology-Psicologia Conductual	"Behavioral Psychology-Psicologia Conductual,0.742"
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS	#N/A	Concurrent Eng-Research Appl	"Concurrent Eng-Research Appl,1.127"
CRYSTAL RESEARCH AND TECHNOLOGY	#N/A	Cryst Res Tech	"Cryst Res Tech,1.090"
CULTURAL STUDIES	#N/A	Cult Stud	"Cult Stud,0.963"
Discourse Context & Media	#N/A	Discourse Context & Media	"Discourse Context & Media,0.815"
European Journal on Criminal Policy and Research	#N/A	European Journal On Criminal Policy And Research	"European Journal On Criminal Policy And Research,1.030"
FORMAL METHODS IN SYSTEM DESIGN	#N/A	Form Method Syst Des	"Form Method Syst Des,0.787"
HARVARD ENVIRONMENTAL LAW REVIEW	HELR Harvard Environ. Law Rev.	HELR Harvard Environ Law Rev	#N/A
HEALTH & SOCIAL WORK	#N/A	Health Soc Work	"Health Soc Work,1.159"
HERD-Health Environments Research & Design Journal	#N/A	Herd-Health Environments Research & Design Journal	"Herd-Health Environments Research & Design Journal,1.545"
History of Psychology	Hist. Psychol.	Hist Psychol	"Hist Psychol,1.293"
Housing Theory & Society	#N/A	Housing Theory & Society	"Housing Theory & Society,1.478"
IMF Economic Review	#N/A	Imf Economic Review	"Imf Economic Review,1.917"
INTEGRATION-THE VLSI JOURNAL	#N/A	Integration	"Integration,1.150"
INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS	#N/A	Int J Coop Inf Syst	"Int J Coop Inf Syst,0.769"
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS	J. Agric. Resour. Econ.	J Agric Resour Econ	"J Agric Resour Econ,1.192"
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS	J. Agric. Resour. Econ.	J Agric Resour Econ	"J Agric Resour Econ,1.192"
JOURNAL OF ECONOMIC DYNAMICS & CONTROL	#N/A	J Econ Dyn Control	"J Econ Dyn Control,1.502"
JOURNAL OF FOOD BIOCHEMISTRY	J. Food Biochem.	J Food Biochem	"J Food Biochem,1.358"
JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY	J. Forens. Psychiatry Psychol.	J Forens Psychiatry Psychol	"J Forens Psychiatry Psychol,0.942"
JOURNAL OF MUSIC THERAPY	J. Music Ther.	J Music Ther	"J Music Ther,1.735"
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS	#N/A	J Nonlinear Opt Physics Mat	#N/A
JOURNAL OF SMALL ANIMAL PRACTICE	J. Small Anim. Pract.	J Small Anim Pract	"J Small Anim Pract,1.255"
JOURNAL OF THE TORREY BOTANICAL SOCIETY	J. Torrey Bot. Soc.	J Torrey Bot Soc	"J Torrey Bot Soc,0.756"
Journal for Specialists in Pediatric Nursing	J. Spec. Pediatr. Nurs.	J Spec Pediatr Nurs	"J Spec Pediatr Nurs,1.130"
Journal for Specialists in Pediatric Nursing	J. Spec. Pediatr. Nurs.	J Spec Pediatr Nurs	"J Spec Pediatr Nurs,1.130"
Journal of Mental Health Policy and Economics	#N/A	J Ment Health Policy Econ	"J Ment Health Policy Econ,0.931"
Journal of Spectral Theory	#N/A	Journal Of Spectral Theory	"Journal Of Spectral Theory,1.205"
KOREA-AUSTRALIA RHEOLOGY JOURNAL	#N/A	Korea-Aust Rheol J	"Korea-Aust Rheol J,1.354"
LINEAR & MULTILINEAR ALGEBRA	#N/A	Linear Multilinear Algebra	"Linear Multilinear Algebra,0.964"
Language Assessment Quarterly	#N/A	Language Assessment Quarterly	"Language Assessment Quarterly,0.976"
Linguistic Approaches to Bilingualism	#N/A	Linguistic Approaches To Bilingualism	"Linguistic Approaches To Bilingualism,2.388"
MAPAN-Journal of Metrology Society of India	#N/A	Mapan-Journal Of Metrology Society Of India	"Mapan-Journal Of Metrology Society Of India,1.250"
MARINE GEODESY	#N/A	Mar Geodesy	"Mar Geodesy,0.962"
NEW TECHNOLOGY WORK AND EMPLOYMENT	#N/A	New Technol Work Employ	"New Technol Work Employ,1.219"
NEW ZEALAND JOURNAL OF BOTANY	N. Z. J. Bot.	N Z J Bot	"N Z J Bot,1.118"
NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES	#N/A	Njas-Wagen J Life Sci	"Njas-Wagen J Life Sci,2.525"
OFIOLITI	#N/A	Ofioliti	"Ofioliti,0.857"
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES	#N/A	Origins Of Life And Evolution Of Biospheres	"Origins Of Life And Evolution Of Biospheres,1.676"
PACIFIC REVIEW	Pac. Rev.	Pac Rev	"Pac Rev,1.865"
Proceedings of the Institution of Mechanical Engineers Part P-Journal of Sports Engineering and Technology	#N/A	Proceedings Of The Institution Of Mechanical Engineers Part P-Journal Of Sports Engineering And Technology	"Proceedings Of The Institution Of Mechanical Engineers Part P-Journal Of Sports Engineering And Technology,0.721"
RUSSIAN MATHEMATICAL SURVEYS	#N/A	Russ Math Survey-Engl Tr	"Russ Math Survey-Engl Tr,2.038"
Revista Brasileira De Reumatologia	#N/A	Revista Brasileira De Reumatologia	"Revista Brasileira De Reumatologia,1.163"
Social Influence	#N/A	Social Influence	"Social Influence,0.943"
Special Papers in Palaeontology Series	#N/A	Sp Palaeont	#N/A
Studies in Continuing Education	#N/A	Studies In Continuing Education	"Studies In Continuing Education,1.143"
JOURNAL OF AAPOS	J. AAPOS	J AAPOS	"J AAPOS,1.056"
JOURNAL OF GENETICS	#N/A	J Genet	"J Genet,0.825"
QUINTESSENCE INTERNATIONAL	Quintessence Int.	Quintessence Int	"Quintessence Int,1.392"
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B	#N/A	Discrete Contin Dyn Sys-Ser B	"Discrete Contin Dyn Sys-Ser B,1.008"
ETHNIC AND RACIAL STUDIES	#N/A	Ethn Racial Stud	"Ethn Racial Stud,1.268"
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE	#N/A	Int J Pattern Recognit Arti I	"Int J Pattern Recognit Arti I,1.110"
Journal of Biopharmaceutical Statistics	J. Biopharm. Stat.	J Biopharm Stat	"J Biopharm Stat,0.756"
Journal of Geophysics and Engineering	#N/A	J Geophys Eng	#N/A
Journal of Industrial and Management Optimization	#N/A	Journal Of Industrial And Management Optimization	"Journal Of Industrial And Management Optimization,1.025"
ETHNICITY & DISEASE	Ethn. Dis.	Ethn Dis	"Ethn Dis,1.154"
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME	#N/A	J Offshore Mech Arctic Eng	"J Offshore Mech Arctic Eng,1.133"
JOURNAL OF POLICY MODELING	#N/A	J Policy Modeling	"J Policy Modeling,1.254"
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION	#N/A	Jasss	"Jasss,2.194"
COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS	#N/A	Comput Math Math Phys-Engl Tr	"Comput Math Math Phys-Engl Tr,0.774"
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL	Food Sci. Technol. Int.	Food Sci Technol Int	"Food Sci Technol Int,1.221"
GEOCHEMICAL JOURNAL	#N/A	Geochem J	"Geochem J,0.990"
Journal of Traditional Chinese Medicine	J. Tradit. Chin. Med.	J Tradit Chin Med	"J Tradit Chin Med,0.907"
Emotion Space and Society	#N/A	Emotion Space And Society	"Emotion Space And Society,1.463"
PEDIATRIC DERMATOLOGY	Pediatr. Dermatol.	Pediatr Dermatol	"Pediatr Dermatol,1.178"
POLISH JOURNAL OF PATHOLOGY	Pol. J. Pathol.	Pol J Pathol	"Pol J Pathol,0.664"
REVIEW OF INCOME AND WEALTH	#N/A	Rev Income Wealth	"Rev Income Wealth,1.183"
COMMUNICATIONS IN THEORETICAL PHYSICS	#N/A	Commun Theor Phys	"Commun Theor Phys,1.416"
EMU	Emu	Emu	#N/A
Journal of Medical and Biological Engineering	#N/A	Journal Of Medical And Biological Engineering	"Journal Of Medical And Biological Engineering,1.306"
INDIAN JOURNAL OF PHYSICS	#N/A	Indian Journal Of Physics	"Indian Journal Of Physics,1.242"
JOURNAL OF ARACHNOLOGY	J. Arachnol.	J Arachnol	"J Arachnol,1.188"
Journal of Topology	#N/A	Journal Of Topology	"Journal Of Topology,1.307"
Leiden Journal of International Law	Leiden J. Int. Law	Leiden J Int Law	"Leiden J Int Law,1.159"
NEUROCASE	Neurocase	Neurocase	"Neurocase,1.108"
International Journal of Advanced Robotic Systems	#N/A	International Journal Of Advanced Robotic Systems	"International Journal Of Advanced Robotic Systems,1.223"
Journal of Pediatric Oncology Nursing	J. Pediatr. Oncol. Nurs.	J Pediatr Oncol Nurs	"J Pediatr Oncol Nurs,1.670"
Journal of Pediatric Oncology Nursing	J. Pediatr. Oncol. Nurs.	J Pediatr Oncol Nurs	"J Pediatr Oncol Nurs,1.670"
ARMED FORCES & SOCIETY	#N/A	Armed Forces Soc	"Armed Forces Soc,0.781"
ATMOSPHERE-OCEAN	Atmosphere-Ocean	Atmosphere-Ocean	"Atmosphere-Ocean,1.167"
HEALTH	Health (N. Y.)	Health (N Y)	"Health (N Y),1.480"
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS	#N/A	J Nonlinear Math Phys	"J Nonlinear Math Phys,1.056"
LIMNETICA	Limnetica	Limnetica	"Limnetica,0.574"
CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH	#N/A	Childhood	"Childhood,1.957"
IRONMAKING & STEELMAKING	#N/A	Ironmaking Steelmaking	"Ironmaking Steelmaking,1.578"
Journal of Thermal Science and Engineering Applications	#N/A	Journal Of Thermal Science And Engineering Applications	"Journal Of Thermal Science And Engineering Applications,1.115"
JOURNAL OF CHROMATOGRAPHIC SCIENCE	J. Chromatogr. Sci.	J Chromatogr Sci	"J Chromatogr Sci,1.216"
Minerva Urologica E Nefrologica	Minerva Urol. Nefrol.	Minerva Urol Nefrol	"Minerva Urol Nefrol,2.477"
Neuroethics	Neuroethics	Neuroethics	"Neuroethics,0.986"
Neuroethics	Neuroethics	Neuroethics	"Neuroethics,0.986"
PLASMA PHYSICS REPORTS	#N/A	Plasma Physics Reports	"Plasma Physics Reports,0.941"
THEORETICAL AND MATHEMATICAL PHYSICS	#N/A	Theor Math Phys-Engl Tr	"Theor Math Phys-Engl Tr,0.901"
ACTA CHIMICA SLOVENICA	#N/A	Acta Chim Slov	"Acta Chim Slov,1.076"
Cambridge Journal of Education	#N/A	Cambridge Journal Of Education	"Cambridge Journal Of Education,1.705"
Educational Management Administration & Leadership	#N/A	Educational Management Administration & Leadership	"Educational Management Administration & Leadership,1.804"
Japanese Journal of Radiology	#N/A	Japanese Journal Of Radiology	"Japanese Journal Of Radiology,1.500"
AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY	#N/A	Aust N Z J Criminol	"Aust N Z J Criminol,1.082"
Journal of Balkan and Near Eastern Studies	#N/A	Journal Of Balkan And Near Eastern Studies	"Journal Of Balkan And Near Eastern Studies,0.616"
Language Testing	#N/A	Language Testing	"Language Testing,1.154"
PUBLIC PERSONNEL MANAGEMENT	#N/A	Public Pers Manage	"Public Pers Manage,0.789"
COPEIA	Copeia	Copeia	"Copeia,1.018"
International Journal of Shoulder Surgery	Int. J. Shoulder Surg.	Int J Shoulder Surg	#N/A
Australian Meteorological and Oceanographic Journal	#N/A	Australian Meteorological And Oceanographic Journal	#N/A
EXPLORATIONS IN ECONOMIC HISTORY	#N/A	Explor Econ Hist	"Explor Econ Hist,1.148"
Foot and Ankle Clinics	#N/A	Foot And Ankle Clinics	"Foot And Ankle Clinics,1.150"
JOURNAL OF EDUCATIONAL MEASUREMENT	#N/A	J Educ Meas	"J Educ Meas,0.938"
Journal of Empirical Finance	#N/A	Journal Of Empirical Finance	"Journal Of Empirical Finance,1.244"
ANAIS BRASILEIROS DE DERMATOLOGIA	An. Bras. Dermatol.	An Bras Dermatol	"An Bras Dermatol,1.050"
CEREAL CHEMISTRY	Cereal Chem.	Cereal Chem	"Cereal Chem,1.289"
Child Language Teaching & Therapy	#N/A	Child Language Teaching & Therapy	"Child Language Teaching & Therapy,0.860"
Security Journal	#N/A	Security Journal	"Security Journal,0.873"
